UAA,Under Armour Class A,reports,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Baltimore, Maryland",3/25/2016,,,,
UA,Under Armour Class C,reports,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Baltimore, Maryland",5/1/2014,9/3/2015,,,
UNP,Union Pacific,reports,Industrials,Railroads,"Omaha, Nebraska",5/8/2015,7/1/1994,,,
UAL,United Continental Holdings,reports,Industrials,Airlines,"Chicago, Illinois",9/3/2015,7/22/2002,,,
UNH,United Health Group Inc.,reports,Health Care,Managed Health Care,"Minnetonka, Minnesota",7/1/1994,9/20/2014,,,
UPS,United Parcel Service,reports,Industrials,Air Freight & Logistics,"Atlanta, Georgia",7/22/2002,,,,
URI,"United Rentals, Inc.",reports,Industrials,Trading Companies & Distributors,"Stamford, Connecticut",9/20/2014,9/20/2014,,,
UTX,United Technologies,reports,Industrials,Aerospace & Defense,"Hartford, Connecticut",1/13/1978,3/1/1994,,,
UHS,"Universal Health Services, Inc.",reports,Health Care,Health Care Facilities,"King of Prussia, Pennsylvania",9/20/2014,6/30/1979,,,
UNM,Unum Group,reports,Financials,Life & Health Insurance,"Chattanooga, Tennessee",3/1/1994,,,,
VFC,V.F. Corp.,reports,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Greensboro, North Carolina",6/30/1979,2/12/2007,,,
VLO,Valero Energy,reports,Energy,Oil & Gas Refining & Marketing,"San Antonio, Texas",1/11/1980,3/4/2009,1980,,
VAR,Varian Medical Systems,reports,Health Care,Health Care Equipment,"Palo Alto, California",2/12/2007,2/1/2006,,,
VTR,Ventas Inc,reports,Real Estate,Health Care REITs,"Chicago, Illinois",3/4/2009,10/8/2015,,,
VRSN,Verisign Inc.,reports,Information Technology,Internet Software & Services,"Dulles, Virginia",2/1/2006,11/30/1983,,,
VRSK,Verisk Analytics,reports,Industrials,Research & Consulting Services,"Jersey City, New Jersey",10/8/2015,9/23/2013,,,
VZ,Verizon Communications,reports,Telecommunication Services,Integrated Telecommunication Services,"New York, New York",11/30/1983,,,,
VRTX,Vertex Pharmaceuticals Inc,reports,Health Care,Biotechnology,"Cambridge, Massachusetts",9/23/2013,12/21/2009,,,
VIAB,Viacom Inc.,reports,Consumer Discretionary,Cable & Satellite,"New York, New York",12/16/2005,,,,
V,Visa Inc.,reports,Information Technology,Internet Software & Services,"San Francisco, California",12/21/2009,6/30/1999,,,
VNO,Vornado Realty Trust,reports,Real Estate,Office REITs,"New York, New York",1/13/1978,8/31/1982,,,
VMC,Vulcan Materials,reports,Materials,Construction Materials,"Birmingham, Alabama",6/30/1999,12/31/1979,,,
WMT,Walmart,reports,Consumer Staples,Hypermarkets & Super Centers,"Bentonville, Arkansas",8/31/1982,6/30/1976,,,
WBA,Walgreens Boots Alliance,reports,Consumer Staples,Drug Retail,"Deerfield, Illinois",12/31/1979,,,,
DIS,The Walt Disney Company,reports,Consumer Discretionary,Cable & Satellite,"Burbank, California",6/30/1976,,,,
WM,Waste Management Inc.,reports,Industrials,Environmental & Facilities Services,"Houston, Texas",1/10/2003,10/31/2008,1968,,
WAT,Waters Corporation,reports,Health Care,Health Care Distributors,"Milford, Massachusetts",11/5/2017,6/30/1976,1958,,
WEC,Wec Energy Group Inc,reports,Utilities,Electric Utilities,"Milwaukee, Wisconsin",10/31/2008,1/30/2009,,,
WFC,Wells Fargo,reports,Financials,Diversified Banks,"San Francisco, California",6/30/1976,7/1/2009,,,
WELL,Welltower Inc.,reports,Real Estate,Health Care REITs,"Toledo, Ohio",1/30/2009,,,,
WDC,Western Digital,reports,Information Technology,"Technology Hardware, Storage & Peripherals","Irvine, California",7/1/2009,,,,
WU,Western Union Co,reports,Information Technology,Internet Software & Services,"Englewood, Colorado",10/2/2006,,1851,,
WRK,WestRock,reports,Materials,Paper Packaging,"Richmond, Virginia",5/4/2015,,,,
WY,Weyerhaeuser,reports,Real Estate,Specialized REITs,"Federal Way, Washington",5/4/2015,3/31/1975,,,
WHR,Whirlpool Corp.,reports,Consumer Discretionary,Household Appliances,"Benton Harbor, Michigan",1/13/1978,1/5/2016,1911,,
WMB,Williams Cos.,reports,Energy,Oil & Gas Storage & Transportation,"Tulsa, Oklahoma",3/31/1975,11/14/2008,,,
WLTW,Willis Towers Watson,reports,Financials,Insurance Brokers,"London, United Kingdom",1/5/2016,,,,
WYNN,Wynn Resorts Ltd,reports,Consumer Discretionary,Casinos & Gaming,"Paradise, Nevada",11/14/2008,,,,
XEL,Xcel Energy Inc,reports,Utilities,Multi-Utilities,"Minneapolis, Minnesota",11/8/1999,11/8/1999,1909,,
XRX,Xerox,reports,Information Technology,"Technology Hardware, Storage & Peripherals","Norwalk, Connecticut",12/22/1961,,1906,,
XLNX,Xilinx,reports,Information Technology,Semiconductors,"San Jose, California",11/8/1999,11/1/2011,,,
XL,XL Group,reports,Financials,Property & Casualty Insurance,"Hamilton, Bermuda",11/14/2008,10/6/1997,1998,,
XYL,Xylem Inc.,reports,Industrials,Industrial Machinery,"White Plains, New York",11/1/2011,8/7/2001,,,
YUM,Yum! Brands Inc,reports,Consumer Discretionary,Restaurants,"Louisville, Kentucky",10/6/1997,6/22/2001,,,
ZBH,Zimmer Biomet Holdings,reports,Health Care,Health Care Equipment,"Warsaw, Indiana",8/7/2001,6/21/2013,,,
ZION,Zions Bancorp,reports,Financials,Regional Banks,"Salt Lake City, Utah",6/22/2001,109380,,,
ZTS,Zoetis,reports,Health Care,Pharmaceuticals,"Florham Park, New Jersey",6/21/2013,1555280,,,
